text	label
michael raab  born december 28 1982  is a male butterfly swimmer from the united states who won the gold medal in the men 's 200m butterfly event at the 2003 pan american games born in washington d c he broke the 200m fly meet record at that tournament	4
pata de gallina  syn lepidagathis alopecuroidea  vahl  r br ex griseb lepidagathis alopecuroides  vahl  r br ex griseb ruellia alopecuroidea vahl and ruellia alopecuroides vahl  is a plant native of cerrado vegetation of brazil	11
mary robinson was an 1854 medium clipper in the san francisco india and the guano trades she was known for having spent an entire month attempting to round cape horn in bad weather	6
elyasi ye ahmad  persian: also romanized as ely s ye a mad  is a village in posht tang rural district in the central district of sarpol e zahab county kermanshah province iran at the 2006 census its population was 631 in 109 families	9
kvarnsj n is a lake of s dermanland sweden	8
the coast guard  haeanseon  is a 2002 south korean film directed by kim ki duk the film deals with military atrocities and the absurdities of borders and conflicts	13
nazis: the occult conspiracy is an american television documentary film about nazi occultism it first aired in 1998 on the discovery channel the documentary was directed by tracy atkinson and joan baran narrated by malcolm mcdowell	13
al sayegh airlines is an airline based in the united arab emirates its main base is sharjah international airport	1
byo split series volume ii is the second album in the byo split series featuring swingin' utters and youth brigade	12
the journal of contemporary african studies is an interdisciplinary publication of research and writing in the human sciences which seeks to promote a scholarly understanding of developments and change in africa	14
bridport priory was a priory in dorset england	7
jonathan peel  12 october 1799 13 february 1879  was a british soldier conservative politician and racehorse owner	5
the keeper of the isis light is a science fiction novel for young adults by monica hughes published by hamish hamilton in 1980 it is the first of three books in a series named the isis trilogy in its omnibus edition	14
faces is the second studio album by mt helium released as a digital download on june 3 2008 it is the band 's first release under their new name having been formerly known as the apex theory	12
donald william don hasselbeck  born april 1 1955  is a former professional football player a tight end in the national football league for the new england patriots los angeles raiders minnesota vikings and the new york giants	4
the last dragon is street album by hip hop group the regime released february 26 2013 on smoke a lot city hall records	12
grand forks central high school is a public senior high school in the grand forks public schools district it is located near the university of north dakota gfc is regionally renowned in ice hockey and cross country	2
tillandsia guelzii is a species of the genus tillandsia there is some confusion as to the correct habitat of this species	11
the ieu river is a tributary of the some ul mare river in romania	8
the mommy returns is a 2012 filipino family comedy horror movie produced by regal films it was released in philippine cinemas on may 11 2012	13
action refraction is the 10th album by bassist ben allison it was released on the palmetto records label in 2011 it 's his first album to focus on the compositions of others	12
red rocks community college is a community college located in lakewood colorado and arvada colorado	2
moatenden priory was a priory about six miles south of maidstone in kent england	7
buddleja ramboi is a very rare brazilian species found only infrequently in the shrubby or grassy fields of santa catarina and rio grande do sul the species was described and named by smith in 1955	11
yamato takeru  released as orochi the eight headed dragon in the us by adv films and section 23 films  is a 1994 japanese film the film was produced by the japanese film company toho and released in japan on july 9 1994	13
akio jissouji 's ultraman  jissouji akio kantoku sakuhin urutoraman  is a 1979 japanese tokusatsu kaiju film directed by akio jissoji it is a compilation film made up of scenes from jissoji 's episodes of the original ultraman tv series	13
linda chapa lavia is a democratic member of the illinois house of representatives representing the 83rd district since 2003 the district covers part of kane county including the city of aurora	5
the apev pouchel classic  english: ladder flea classic  is a french amateur built aircraft designed by daniel dalby and produced by apev of peynier the aircraft is supplied as plans or as a kit for amateur construction	6
the heimstock  el 3102 metres  is a mountain of the glarus alps located on the border between the swiss cantons of uri and graub nden it lies between the maderanertal  uri  and the val russein  graub nden  on its northern side lies the h fi glacier	8
hms abbotsham was one of 93 ships of the ham class of inshore minesweepers their names were all chosen from villages ending in ham the minesweeper was named after abbotsham in devon	6
robert pope is an american musician	3
the bishop 's eye in wells somerset england is an entrance gateway into a walled precinct the liberty of st andrew which encloses the twelfth century cathedral the bishop 's palace vicar 's close and the residences of the clergy who serve the cathedral	7
the krishna avanti primary school is britain 's first state funded hindu school krishna avanti primary school is also the name of a second primary school in leicester which opened in september 2011	2
v moda vmo d is a private united states company specializing in the design and production high end mobile audio products including headphones earphones portable amplifiers hearings protection ear plugs and accessories	1
ninku  ninku nink  is a japanese manga series written and illustrated by k ji kiriyama the original manga spanned nine tank bon volumes and was serialized in shueisha 's weekly sh nen jump manga magazine between 1993 to 1995	14
gokaraju rangaraju institute of engineering and technology  also known as griet  is an engineering college in andhra pradesh india affiliated with jawaharlal nehru technological university hyderabad  jntuh  it is approved by the all india council for technical education and accredited by national board of accreditation  nba  with an 'a' grade	2
the caswell messenger is an american weekly newspaper located in caswell county north carolina published by the womack publishing company the paper has been published every wednesday for over eighty years	14
happy valley  simplified chinese: traditional chinese: pinyin: hu nl g  is a chain of amusement parks located in various cities of china the first park opened in 2002 in shenzhen guangdong province since then five more amusement parks have opened in beijing chengdu shanghai wuhan and tianjin	1
the vector w8 is an american supercar produced from 1990 to 1993 it was manufactured by vector aeromotive corporation and was designed by gerald wiegert and david kostka	6
mocavo is a privately held internet company based in boulder colorado united states it is a for profit genealogy search engine with millions of records and historical documents online it provides a number of tools such as family trees and advanced search features for genealogical and historical research	1
salehi  persian: also romanized as le also known as gheshlagh salehi and qeshl q e le  is a village in sang sefid rural district qareh chay district khondab county markazi province iran at the 2006 census its population was 220 in 45 families	9
the omni king edward hotel is a historic luxury hotel in the downtown business district of toronto ontario canada it is also colloquially called the king eddy	7
mirtha brock forbes  born april 9 1970  is a retired female track and field athlete from colombia who competed in the sprint events during her career	4
tsure ga utsu ni narimashite   is a japanese manga written and illustrated by tenten hosokawa it was adapted into a live action television series in 2009 and a live action film in 2011	14
moodna clitellatella is a species of snout moths in the genus moodna it was described by ragonot in 1888 and is known from peru  including callao the type location 	10
after the storm is the second ep released by the calling lead singer alex band on may 22 2012 it was released under the label killer tracks the ep is available to buy on amazon itunes and the killer tracks website	12
darkest day is the eighth studio album by the american death metal band obituary it was released on june 30 2009 through candlelight records darkest day is the final obituary album to feature longtime bassist frank watkins who played in the band since cause of death	12
snowtorch is the eighth studio album by american musician phideaux xavier it was released march 21 2011	12
h ctor alejandro daniel rivera  born may 17 1952 in rosario santa fe  is an argentine pianist settled in italy	3
mehrian  persian: also romanized as mehr n mehrey n and mehriyan also known as mehr y n  is a village in rahmatabad rural district zarqan district shiraz county fars province iran at the 2006 census its population was 757 in 189 families	9
john whyte cooper bonnar  1871 26 november 1935  was a scottish businessman in hong kong and member of the legislative council of hong kong	5
pico do papagaio is the highest mountain in the brazilian state of pernambuco at 1260 metres  4134 ft 	8
rock america by nick gilder was released in 1980 on the casablanca records label	12
switzer entertainment group is an american independent film production and distribution company founded by richard switzer and based in los angeles california the company specializes in genre films with well known stars they have multiple films in various stages of development	1
la abuelita  the granny  is a 1942 mexican film it stars sara garc a	13
a void translated from the original french la disparition  literally the disappearance  is a 300 page french lipogrammatic novel written in 1969 by georges perec entirely without using the letter e  except for the author 's name  following oulipo constraints	14
qeshlaq e sufilar hamid  persian: also romanized as qeshl q e f l r am d  is a village in qeshlaq e shomali rural district in the central district of parsabad county ardabil province iran at the 2006 census its population was 31 in 6 families	9
this article is about the novel by roddy doyle for the american journalist see paula spencer  us journalist  paula spencer  2006  is a novel by irish writer roddy doyle	14
four men and a prayer is a 1938 american adventure film directed by john ford	13
celestial is the final full length studio album by circle x and was released in 1994 after experimenting and releasing eps for more than a decade celestial marked the band 's first major release since prehistory in 1983	12
attalea oleifera is a species of flowering plant in the arecaceae family it is found only in brazil	11
senegalia grandisiliqua is a species of legume in the fabaceae family	11
on the run is a 1958 british drama film directed by ernest morris and starring neil mccallum susan beaumont and william hartnell a boxer becomes romantically involved with a woman	13
eucalyptus notabilis the blue mountains mahogany is a seldom noticed eucalyptus tree of eastern australia it grows at high altitude in eastern new south wales eucalyptus notabilis is a mid sized tree up to 30 metres tall	11
vodacom tanzania limited is tanzania 's leading cellular network company as of may 18 2010 vodacom tanzania had over eight million customers and became the largest wireless telecommunications network in tanzania  based on total wireless customers 	1
minersville reservoir is a reservoir in beaver county utah united states	8
agnes m scanlon is a former democratic member of the pennsylvania house of representatives	5
mv moonta is a 1931 built australian coastal passenger ship later in life she became the landlocked casino ship and tourist attraction casino le lydia in le barcar s france	6
uss topeka  cl 67 clg 8  a cleveland class light cruiser was the second ship of the united states navy to be named after the city of topeka kansas	6
dimorphorchis is a genus of flowering plants from the orchid family orchidaceae	11
the road to the wall is a 1962 american short documentary film produced by robert saudek about the construction of the berlin wall it was nominated for an academy award for best documentary short	13
vostervatnet is a lake in the municipality of strand in rogaland county norway	8
apochiton is a genus of grass in the poaceae family	11
fiddlers lake is a lake of cape breton regional municipality nova scotia canada	8
kamsar  persian: also romanized as kams r and koms r also known as komsara k chak koms r and k ms r  is a village in gasht rural district in the central district of fuman county gilan province iran at the 2006 census its population was 232 in 67 families	9
the smyth model s sidewinder is an all metal two seat side by side low wing homebuilt aircraft designed and developed in the united states	6
the bay of arabat  ukrainian: russian: crimean tatar: arabat k rfezi  is on crimea 's eastern coast on the azov sea	8
etelecare global solutions inc  nasdaq: etel   pse:etel  was a provider of complex business process outsourcing  bpo  solutions etelecare global solutions provides outsourced service through voice email and chat for companies in such industries such as consumer electronics telecommunications financial services travel and media	1
david pescovitz is a writer and journalist best known for his work on science technology and internet culture he is also a co editor of boing boing and a research director with the institute for the future	3
the journal of transport and land use is an open access peer reviewed academic journal covering the interaction of transport and land use that was established in 2008 as of august 2011 it is the official journal of the world society for transport and land use research	14
sir jude ejiogu is a nigerian politician from imo state nigeria who currently serves as the chief of staff of imo state	5
townsend farmers' mutual fire insurance company is a canadian insurance company headquartered in rural ontario the company was founded in 1879	1
the boulton paul p 7 bourges was a prototype british twin engined biplane day bomber built by boulton paul to replace the airco dh 10 despite demonstrating excellent performance and manoeuvrability only three prototypes were built post world war i cost cutting leading to the dh 10 not being replaced	6
the ford d3 platform  called p2 by volvo  is a ford global full size car automobile platform it was designed by volvo before its 1999 acquisition by ford debuting with the 1998 volvo s80 the platform is designed for either front or all wheel drive on a variety of wheelbases	6
the cow  persian: g v  is a 1969 iranian film directed by dariush mehrjui written by gholam hossein saedi based on his own play and novel and starring ezatolah entezami as masht hassan some believe that new wave of persian cinema emerged after this film	13
trash inc: the secret life of garbage is a one hour television documentary film that aired on cnbc on september 29 2010 about trash garbage what happens to it when it 's thrown away and its impact on the world	13
samuel mills damon  1845 1924  was a businessman and politician in the kingdom of hawaii through the republic of hawaii and into the territory of hawaii	5
the baklahi river  hindi: urdu:  originates from bharatpur lake of rae bareli district of uttar pradesh of india its banks are densely populated and form a fertile agricultural area	8
the type 14 blackwood class were a twelve ship class of second rate anti submarine warfare frigates of the royal navy designed and built during the increasing threat from the soviet union 's large fleet of submarines that roamed the atlantic ocean	6
carex serotina  little green sedge  is a species of sedge	11
the dart was a privateer sloop out of saint john new brunswick that was a notable privateer during the war of 1812 dart took 11 prizes in her five month run and two cruises before being captured by an american ship in october 1813	6
sms kaiser karl vi was an armoured cruiser of the austro hungarian navy it was built in 1898 and commissioned in 1900	6
hotel dieu hospital is a hospital in kingston ontario it is affiliated with queen 's university and is a partner within kingston 's university hospitals delivering health care conducting research and training the health care professionals	7
vladimir torgovkin  born 26 june 1965  is a kyrgyzstani former wrestler who competed in the 1996 summer olympics	4
sangatikoppa is a village in dharwad district in the southwestern state of karnataka india	9
hms cumberland was an 8 gun fire ship previously the civilian vessel alex roberts she was purchased in 1739 and was broken up by 1742 after service in the war of the austrian succession	6
the stone angel is a 2007 canadian drama film written and directed by kari skogland the screenplay is based on the 1964 novel of the same title by margaret laurence	13
kim hu ran is a korean poet	3
nordair  iata: nd icao: ndr call sign: nordair  was a quebec based regional airline founded in 1947 from the merger of boreal airways and mont laurier aviation	1
bulbophyllum anakbaruppui is a species of orchid in the genus bulbophyllum	11
town house brook is a watercourse in greater manchester and a tributary of the river roch	8
the bakersfield californian building also known as the bakersfield california building is a historic office building in bakersfield california the structure was placed on the national register of historic places  nrhp  on march 10 1983 it was built for and is currently occupied by the newspaper the bakersfield californian	7
azarsi ye sadollah  persian: also romanized as z rs ye sa dollah  is a village in sajjadrud rural district bandpey ye sharqi district babol county mazandaran province iran at the 2006 census its population was 39 in 9 families	9
modbury priory was a benedictine priory in modbury devon england established about 1140 and lasting until the 15th century it was located close to the current st george 's church modbury but there is doubt about the exact location of the priory	7
the milovi a river is a tributary of the milova river in romania	8
one hysterical night  1929  is an american comedy film directed by william james craft and starring reginald denny nora lane walter brennan and peter gawthorne	13
sp ausnet is an australian energy company it is owned by singapore power and operates three energy networks in victoria: the high voltage electric transmission network one of the electric distribution networks one of the gas distribution networks	1
belokamenka is a fso  floating storage and offloading  vessel located in kola bay near murmansk it has been converted from a massive oil tanker	6
love is what stays is a 2007 studio album by mark murphy arranged by nan schwartz and till br nner for murphy 's second verve album he is accompanied by such luminaries as lee konitz don grusin the deutsches symphonie orchester berlin chuck loeb and sebastian merk	12
balakot nepal is a village development committee in parbat district in the dhawalagiri zone of central nepal at the time of the 1991 nepal census it had a population of 1566 people living in 293 individual households	9
edith mcclafferty  born 1960  is a democratic member of the montana legislature he was elected to house district 75 which represents a portion of the silver bow county area	5
bethel church  new bethel church bethel methodist church  is a historic church in labadie missouri it was built in 1868 and added to the national register of historic places in 1993	7
philip anthony clairmont  1949 1984  was a new zealand painter	3
charles jenkins is a musician based in melbourne victoria australia he was a member of icecream hands has released three solo albums and is a member of charles jenkins and the zhivagos in 2014	3
the chemin des r voires is a pathway within les r voires district of the principality of monaco	8
purple eyes in the dark  yami no p puru ai  is a japanese sh jo manga series written and illustrated by chie shinohara the series was initially serialized in sh jo comic and collected in 12 tank bon volumes published by shogakukan between october 1984 and february 1987	14
amaze your friends is a 1998 ned kelly award winning novel by australian author peter doyle	14
neil schyan jeffers  born march 22 1977  is an antigua and barbudan football player he plays for antigua and barbuda national team	4
the ss william and mary was a victory ship built during world war ii	6
adolphe cayron was a french cyclist he competed in the men 's sprint event at the 1900 summer olympics	4
the udu river is a tributary of the b biu river in romania	8
the freedonia group is an international industry market research firm headquartered in cleveland ohio the company whose name was inspired by the marx brothers' film duck soup publishes over 100 off the shelf studies annually that contain market projections company profiles and major mergers and acquisitions in the industry	1
the north fork clinch river is a river in the united states state of virginia	8
l'inhumaine  the inhuman woman  is a 1924 french drama science fiction film directed by marcel l'herbier it was notable for its experimental techniques and for the collaboration of many leading practitioners in the decorative arts architecture and music the film gave rise to much controversy on its release	13
a kiss in the dark is a 1949 comedy film directed by delmer daves it stars david niven and jane wyman the plot revolves around a pianist who inherits an apartment house full of loony tenants	13
baharabad  persian: also romanized as ba ar b d  is a village in qohab e rastaq rural district amirabad district damghan county semnan province iran at the 2006 census its existence was noted but its population was not reported	9
airiti incorporation   headquartered in taipei taiwan is the leading chinese e content provider of chinese academic e journals taiwanese academic e journals classical art images to more than 450 libraries in 2006 and has extended to more than 72000 libraries in 112 countries and territories around the world	1
v ctor hugo lojero alexanderson  born november 24 1984 in mexico city  is a mexican footballer he currently plays for club necaxa on loan from san luis f c as a forward lojero made his professional debut with san luis in 2005	4
berlinia orientalis is a species of legume in the fabaceae family it is found in mozambique and tanzania	11
uss pcs 1376 was the lead ship of her class of patrol minesweepers built for the united states navy during world war ii later in her career she was named winder after winder georgia becoming the only u s navy ship of that name	6
nowiny n vin is a village in the administrative district of gmina nasielsk within nowy dw r mazowiecki county masovian voivodeship in east central poland	9
trebimlja  cyrillic:  is a village in the municipality of ravno bosnia and herzegovina	9
abeh ye palang  persian: also romanized as beh ye palang also known as oveh palang and oveh paknak  is a village in bagheli ye marama rural district in the central district of gonbad e qabus county golestan province iran at the 2006 census its population was 390 in 91 families	9
the racova river is a tributary of the suceava river in romania	8
larson 's book of world religions and alternative spirituality is a non fiction book by bob larson american author and television evangelist it discusses cults new age movements and alternative religions from a biblical and christian perspective	14
carr re was a french frigate that served briefly in the french navy before the british captured her in 1801 naming her hms carrere she seems never to have seen any meaningful active duty after her capture as she was laid up in 1802 and finally sold in 1814	6
measuring the mind: conceptual issues in contemporary psychometrics is a book by dutch academic denny borsboom assistant professor of psychological methods at the university of amsterdam at time of publication	14
the perfect crime is a 1937 british crime film directed by and starring ralph ince it also featured hugh williams glen alyn iris hoey and philip ray it is a romantic crime drama a man tries to disappear but a theft and killing by someone else throws suspicion onto him	13
questo pazzo pazzo mondo della canzone is a 1965 italian musicarello film directed and written by bruno corbucci and giovanni grimaldi	13
puppet master: the legacy  otherwise known as puppet master 8: the legacy  is a 2003 direct to dvd horror film written by c courtney joyner and david schmoeller and directed by charles band	13
christian engstrand  born november 8 1988  is a swedish professional ice hockey goaltender he currently plays for link pings hc of the elitserien	4
thomas anderson was an english footballer his only known club was blackpool for whom he made two football league appearances in 1903	4
indian and the puritan is a historic monument opposite 5 washington street in newark essex county new jersey united states it was constructed in 1916 and added to the national register of historic places in 1994	7
value partners management consulting is a management consulting firm headquartered in milan italy it has offices in 10 cities: milan london istanbul dubai s o paulo buenos aires beijing shanghai hong kong and singapore value partners has 25 partners and around 250 employees	1
small miracles is a series of inspirational books written by yitta halberstam and judith leventhal	14
tiziana zennaro best known as vittoria risi  born 3 november 1978  is an italian pornographic actress and television personality	3
vince girdhari chhabria  born 1969  is a united states district judge of the united states district court for the northern district of california and formerly a deputy city attorney at the san francisco city attorney 's office	5
ballad collection released in 1998 is the sixth album  only by japanese release  by symphonic rock vocalist lana lane this album was only released in japan	12
ethiraj college for women is a degree granting college for women in chennai india it was founded in 1948 by thiru v l ethiraj the founder chairman of the ethiraj college trust the current chairman is thiru v m muralidharan	2
abisara cameroonensis the cameroon judy is a butterfly in the riodinidae family it is found in nigeria and cameroon the habitat consists of montane secondary forests where it is found along streams	10
the cessna 152 is an american two seat fixed tricycle gear general aviation airplane used primarily for flight training and personal use	6
tolombeh ye aqa jani  persian: also romanized as tolombeh ye q j n also known as q j n  is a village in arzuiyeh rural district in the central district of arzuiyeh county kerman province iran at the 2006 census its population was 81 in 18 families	9
dave is a 1993 comedy drama film directed by ivan reitman written by gary ross and starring kevin kline and sigourney weaver frank langella kevin dunn ving rhames and ben kingsley appear in supporting roles	13
gochlar  persian: also known as gojlar  is a village in gejlarat e sharqi rural district aras district poldasht county west azerbaijan province iran at the 2006 census its population was 75 in 13 families	9
sms ariadne was the fifth member of the ten ship gazelle class of light cruisers built by the imperial german navy she was built by the imperial dockyard in danzig laid down in 1899 launched in august 1900 and commissioned into the high seas fleet in may 1901	6
the people 's story museum is a museum housed in the historic canongate tolbooth the collections of which tell the story of the people of edinburgh from the late 18th century to the present day this is done through use of oral history reminiscence and written sources	7
the schreder hp 12 was an american fai standard class glider designed by richard schreder for the 1965 world gliding championships the hp 12 is often confused with a completely different aircraft the schreder hp 12a	6
mount matsuo  matsuo yama  is a 687 m  2254 ft  high mountain in sasayama hy go prefecture japan another name is mount kosen ji literally mountain of kosen ji	8
dark carnival is the fourteenth book in the series of deathlands it was written by laurence james under the house name james axler	14
nyx is a genus of moths in the choreutidae family	10
jolleyn  persian: also romanized as jolleyn jol n and joll n  is a village in robat rural district in the central district of sabzevar county razavi khorasan province iran at the 2006 census its population was 467 in 148 families	9
anthurium atroviride is a species of plant in the araceae family it is endemic to ecuador its natural habitat is subtropical or tropical moist montane forests it is threatened by habitat loss	11
fisher scientific international inc  nyse: fsh   colloquially known as fisher  was a laboratory supply and biotechnology company that provided products and services to the global scientific research and united states clinical laboratory markets	1
hades publications is a publishing company owned by brian hades that focuses on science fiction and fantasy literature the company publishes under four different imprints and is currently the largest dedicated canadian publisher of science fiction and fantasy	1
sla an mijatovi  serbian cyrillic: born 23 may 1994  is a serbian football defender who plays for jagodina in the jelen superliga	4
always forever  german: immer ewig  is a 1991 swiss drama film directed by samir it was entered into the 17th moscow international film festival	13
desto records was an american classical music record label based in new york and founded in approximately 1964 its records were distributed by cms records of mount vernon new york beginning in the 1970s	1
burg raabs an der thaya is a castle in raabs an der thaya lower austria austria	7
uss lst 543 was a united states navy lst 542 class tank landing ship in commission from 1944 to 1946	6
sarah macdonald is an australian journalist author and radio presenter after completing a cadetship at abc newsradio macdonald worked as triple j 's political correspondent in canberra later hosting its morning show	3
dendrobium williamsonii is a species of orchid commonly known as williamson 's dendrobium	11
giuseppe adriano di masi  born 16 july 1981  is an italian footballer who plays for italian serie b club avellino	4
acer saccharinum commonly known as silver maple creek maple silverleaf maple soft maple water maple swamp maple or white maple is a species of maple native to eastern north america in the eastern united states and canada it is one of the most common trees in the united states	11
the egyptian national military museum is the official museum of the egyptian army	7
2nd live is an album by dutch hard rock band golden earring released in 1981  see 1981 in music 	12
warren e miller  born october 5 1964  is a member of the maryland house of delegates	5
the gracie house in new gascony arkansas was built in 1915 it was designed by architects thompson and harding as an american craftsman influenced bungalow it was listed on the national register of historic places in 1982	7
upaharam is a malayalam language film it was released in 1972	13
deltaspis alutacea is a species of beetle in the cerambycidae family it was described by bates in 1885	10
the class 80 is a type of diesel electric multiple unit formerly used by northern ireland railways they were affectionately nicknamed 'thumpers' by rail enthusiasts due to the thumping noise their engines produced	6
playing away at home is a video feature released by wet wet wet in 1997 it was recorded on september 7 1997 at celtic park in glasgow	12
the viscom ag is a german company domiciled in hanover supplying inspection systems for automated optical inspection  aoi  and automated x ray inspection  axi  viscom inspection systems are used in automotive electronics aeronautics aerospace industrial electronics and in the semiconductor industries	1
pico da neblina  portuguese pronunciation: piku d ne bl n mist peak  is the highest mountain in brazil 2994 metres  9823 ft  above sea level in the serra da neblina serra do imeri a section of the guiana highlands on the brazil venezuela border	8
nadine prohaska is an austrian football midfielder currently playing for asv spratzern in the fb frauenliga she previously played for usc landhaus and sv neulengbach and bayern munich in the german bundesliga she is a member of the austrian national team	4
the chance house and gardens in centralia missouri were listed on the national register of historic places in 1979 they were built by albert bishop chance in 1904 in the queen anne style the garden is open to the public today	7
the appleton school is a secondary school with academy status located in croft road benfleet essex england it currently accommodates 1180 students from school years 7 to 11 and roughly 50 teachers	2
devern brandon hansack  born february 5 1978  is a nicaraguan professional baseball pitcher who formerly pitched in major league baseball in the united states he bats and throws right handed	4
rockin' the joint is a live album by aerosmith which was released on october 25 2005  see 2005 in music  it was recorded in january 2002 in the joint at the hard rock hotel in las vegas and consists of aerosmith classics and more recent songs performed live	12
colin corbishley  born 13 june 1939  is an english former footballer who played as a midfielder for port vale chester stafford rangers and prescot town	4
the one tower is a 51 floor tower in dubai media city dubai united arab emirates	7
echosign is a web 2 0 electronic signature and enterprise content management system with specific focus on the document management and verification life cycle its major features centre in document signing tracking and filing it supports signing by email  e signature  or by fax echosign maintains a global affiliate program	1
dalu zahra  persian: also romanized as d l zahr and del zahr  is a village in howmeh ye sharqi rural district in the central district of izeh county khuzestan province iran at the 2006 census its population was 106 in 20 families	9
the textile museum is a private museum located in the kalorama neighborhood of northwest washington d c usa	7
toleria is a genus of moths in the sesiidae family	10
rockport high school is the public high school of rockport massachusetts it is located at 24 jerdens lane	7
ukrainian humanitarian lyceum  uhl  high school educational institution in the pechersk district of the city kyiv founded in 1991 year ukrainian humanitarian lyceum is a subdivision of taras shevchenko national university of kyiv admission is done on a competitive basis profile areas of training: philological historical economic and law	2
carver christian high school  cchs  is a christian independent secondary school in burnaby british columbia	2
the scarlatti inheritance is the first of 27 thriller novels written  the last four of them left in the form of manuscripts later finalized by ghost writers  by american author robert ludlum	14
al hurriya  arabic:   english: the liberty  variously transcribed as al hourriya al hurriyeh etc  is a palestinian political newspaper affiliated with the marxist leninist democratic front for the liberation of palestine  dflp 	14
the millenium hilton is a hilton hotel in lower manhattan new york city located at the southeast corner of fulton street and church street	7
rama ii is a novel by gentry lee and arthur c clarke first published in 1989 it recounts humankind 's further interaction with the ramans first introduced in rendezvous with rama	14
ver ssimo correia seabra  february 16 1947 october 6 2004  was a guinea bissau general known for leading a coup that deposed kumba ial on september 14 2003	5
johan carlsson  born august 1 1981  is a swedish football player who has played for siffk	4
afzalabad doomak  persian:  is a village in cheshmeh ziarat rural district in the mirjaveh of zahedan county sistan and baluchestan province iran at the 2006 census its population was 28 in 5 families	9
george wharton pepper  march 16 1867 may 24 1961  was an american lawyer law professor and republican politician from philadelphia pennsylvania he represented pennsylvania in the united states senate and founded the law firm of pepper hamilton	5
gigoutella is an extinct genus from a well known class of fossil marine arthropods the trilobites it lived during the botomian stage which lasted from approximately 524 to 518 5 million years ago this faunal stage was part of the cambrian period	10
belair national bank was formed on april 3 1964 as a national bank in bowie maryland on january 3 1977 citizens national bank acquired the belair national bank before the acquisition belair national bank 's assets totaled 21 4m and they had 4 offices	1
dandii boru university college is a private college located in ethiopia east africa it has campuses in dessie jimma nekemte and shambu	2
ana mar a rend n mart nez  born march 10 1986 in medell n  is a female athlete from colombia who competes in archery	4
urals academy of architecture  ural state academy of visual arts and architecture russian: often abbreviated usaaa or in russian  is situated in yekaterinburg russian federation it was founded in 1947 as a department of architecture at the ural state technical university	2
lac d'hourtin carcans is a lake in gironde france it is the largest lake situated entirely in france it lies at an elevation of 14 m  46 ft  and has a surface area of 56 67 km  21 88 sq miles 	8
amarjit singh samra is an indian politician and a member of indian national congress he is a former minister for revenue and rehabilitation in punjab government he held this portfolio from 2002 to 2007 in the current	5
hyaleucerea fusiformis is a moth of the arctiidae family it was described by walker in 1856 it is found in the amazon region	10
phragmipedium vittatum is a species of orchid endemic to west central and southeastern brazil	11
futuresex loveshow: live from madison square garden is the second live release by american singer songwriter justin timberlake it was released on november 19 2007 by jive records	12
anon nanok  thai born march 30 1983  is a football defender from thailand he also was a former player in thailand national team who scored 1 goal for the national team he currently plays forchiangrai united in the thai premier league	4
noida institute of engineering and technology  niet  is a college of engineering in greater noida uttar pradesh india	2
singles is a two cd compilation of new order 's 1981 2005 singles released on 3 october 2005 unlike the cd version of earlier singles compilation substance the b sides are not included	12
bakhtiaran  persian: also romanized as bakht r n  is a village in rahal rural district in the central district of khoy county west azerbaijan province iran at the 2006 census its population was 285 in 62 families	9
shout god 's fame is the first live album of christian contemporary music from hillsong london	12
ferndorfbach is a river of north rhine westphalia germany	8
the renault monasix  type ry  was an compact car or small family car automobile manufactured between 1927 to 1932 by renault	6
the bridgeton historic district in the city of bridgeton indiana is home to the oldest continuously operating mill west of the allegheny mountains	7
jess3 is an interactive agency based in los angeles ca specializing in data visualization social media strategy infographics branding and web design the firm has worked with clients including google nike intel facebook espn and samsung	1
karnachi  persian: also romanized as karn ch also known as karn j  is a village in miyan darband rural district in the central district of kermanshah county kermanshah province iran at the 2006 census its population was 4644 in 1117 families	9
the gold coast sun is a daily newspaper serving australia 's gold coast region the newspaper was established in 1973	14
schneewittchen und die sieben zwerge is an east german film it was released in 1962 the picture sold 7597495 tickets	13
mount orizaba is the highest peak on santa catalina island california united states the summit is at 2097 feet  639 m  on january 10 1949 eight inches of snow fell on the mountain	8
norwest corporation was a banking and financial services company based in minneapolis minnesota united states in 1998 it merged with wells fargo co and since that time has traded under the wells fargo name	1
cerje is a village situated in ni municipality in serbia	9
terry parker high school is a public high school in the duval county public school district located in jacksonville florida the school celebrated its 50th anniversary in 2005 the school has been named a blue ribbon school of excellence	2
illawarra sports high school formerly berkeley high school is a highschool located in berkeley new south wales australia	2
budak is a village in croatia it is located near stankovci connected by the d27 highway	9
pingasa javensis is a moth of the geometridae family it is found on java	10
orom  serbian cyrillic: hungarian: orom  is a village in serbia it is situated in the kanji a municipality in the north banat district vojvodina province the village has a hungarian ethnic majority  94 23  and its population numbering 1561 people  2002 census 	9
lauren brice is a former pornographic actress in 1991 she won the avn award for best actress  video  for her performance in married women	3
the ishapore rifle factory  also known as ishapore arsenal  is an arms manufacturing plant located at ishapore in the indian sub division of barrackpore outside calcutta in west bengal	1
benedict fenwick school  or sister clara muhammad school  is an historic school at 150 magnolia street in boston massachusetts the school was built in 1912 by james e mclaughlin and added to the national register of historic places in 2004	7
talleh ye bala  persian: also romanized as talleh ye b l  is a village in sardasht rural district sardasht district dezful county khuzestan province iran at the 2006 census its population was 25 in 5 families	9
